timestamp,device_id,indoor_temp_c,outdoor_temp_c,target_temp_c,indoor_humidity_percent,compressor_power_watts,refrigerant_pressure_psi,airflow_cfm,health_score,status_label
2026-02-23 22:10:20,AC_UNIT_001,22,25.87,22,43.6,1087.64,65.31,370.48,100.0,Normal
2026-02-23 23:10:20,AC_UNIT_001,23,26.92,23,52.98,962.81,71.82,356.86,100.0,Normal
2026-02-24 00:10:20,AC_UNIT_001,22,25.27,22,47.57,1023.16,66.48,399.81,100.0,Normal
2026-02-24 01:10:20,AC_UNIT_001,23,25.08,23,42.48,1052.6,67.12,408.26,100.0,Normal
2026-02-24 02:10:20,AC_UNIT_001,24.11,25.26,24,53.87,1096.48,66.54,351.09,100.0,Normal
2026-02-24 03:10:20,AC_UNIT_001,23,26.9,23,49.25,939.61,71.5,403.7,100.0,Normal
2026-02-24 04:10:20,AC_UNIT_001,22,24.49,22,48.82,1071.88,72.15,352.3,100.0,Normal
2026-02-24 05:10:20,AC_UNIT_001,22,25.71,22,46.55,813.9,66.01,399.44,100.0,Normal
2026-02-24 06:10:20,AC_UNIT_001,24,24.56,24,42.71,940.57,71.21,405.33,100.0,Normal
2026-02-24 07:10:20,AC_UNIT_001,23.1,24.29,23,46.92,1007.89,68.72,416.07,100.0,Normal
2026-02-24 08:10:20,AC_UNIT_001,24,28.4,24,49.84,1071.04,71.78,406.71,100.0,Normal
2026-02-24 09:10:20,AC_UNIT_001,23,29.61,23,53.02,1201.82,71.27,361.77,100.0,Normal
2026-02-24 10:10:20,AC_UNIT_001,23.41,29.75,23,49.95,1375.05,70.65,387.58,100.0,Normal
2026-02-24 11:10:20,AC_UNIT_001,24,32.81,24,45.14,1125.23,68.47,359.9,100.0,Normal
2026-02-24 12:10:20,AC_UNIT_001,22.14,30.2,22,46.44,1254.92,72.75,374.98,100.0,Normal
2026-02-24 13:10:20,AC_UNIT_001,23.17,33.84,23,50.37,1044.99,70.84,407.97,100.0,Normal
2026-02-24 14:10:20,AC_UNIT_001,24,28.54,24,45.4,1339.77,69.94,370.21,100.0,Normal
2026-02-24 15:10:20,AC_UNIT_001,23.02,30.47,23,48.26,1157.78,66.52,360.8,100.0,Normal
2026-02-24 16:10:20,AC_UNIT_001,22,28.51,22,49.18,1122.65,70.95,397.21,100.0,Normal
2026-02-24 17:10:20,AC_UNIT_001,22,32.47,22,52.14,1117.69,70.01,419.86,100.0,Normal
2026-02-24 18:10:20,AC_UNIT_001,23,31.65,23,52.23,1251.95,73.61,390.88,100.0,Normal
2026-02-24 19:10:20,AC_UNIT_001,23,29.48,23,43.01,1120.99,73.37,415.18,100.0,Normal
2026-02-24 20:10:20,AC_UNIT_001,24.45,24.11,24,49.78,1091.97,68.19,357.1,100.0,Normal
2026-02-24 21:10:20,AC_UNIT_001,23.09,25.14,23,43.09,831.44,71.21,406.28,100.0,Normal
2026-02-24 22:10:20,AC_UNIT_001,23,24.9,23,49.92,823.86,70.72,350.14,100.0,Normal
2026-02-24 23:10:20,AC_UNIT_001,24,25.54,24,48.34,983.4,70.25,409.15,100.0,Normal
2026-02-25 00:10:20,AC_UNIT_001,22,26.34,22,53.13,849.71,73.98,410.72,100.0,Normal
2026-02-25 01:10:20,AC_UNIT_001,24.0,25.1,24,45.12,1051.57,74.02,368.44,100.0,Normal
2026-02-25 02:10:20,AC_UNIT_001,24.31,26.78,24,42.86,911.45,74.11,405.93,100.0,Normal
2026-02-25 03:10:20,AC_UNIT_001,23,24.07,23,41.69,882.66,68.17,412.1,100.0,Normal
2026-02-25 04:10:20,AC_UNIT_001,24.44,26.84,24,53.01,1020.94,71.48,405.36,100.0,Normal
2026-02-25 05:10:20,AC_UNIT_001,24,26.01,24,53.2,854.13,72.6,359.66,100.0,Normal
2026-02-25 06:10:20,AC_UNIT_001,23.32,25.84,23,51.26,821.08,70.19,392.04,100.0,Normal
2026-02-25 07:10:20,AC_UNIT_001,23.0,25.45,23,49.89,901.04,72.42,406.92,100.0,Normal
2026-02-25 08:10:20,AC_UNIT_001,22,30.54,22,42.51,1175.48,69.05,362.82,100.0,Normal
2026-02-25 09:10:20,AC_UNIT_001,23.29,33.11,23,47.06,1171.66,65.68,384.11,100.0,Normal
2026-02-25 10:10:20,AC_UNIT_001,23,31.55,23,54.0,1168.78,68.24,385.53,100.0,Normal
2026-02-25 11:10:20,AC_UNIT_001,24,32.91,24,43.04,1096.72,71.12,363.75,100.0,Normal
2026-02-25 12:10:20,AC_UNIT_001,23,32.5,23,42.7,1209.05,68.1,373.58,100.0,Normal
2026-02-25 13:10:20,AC_UNIT_001,23.26,30.19,23,41.1,1261.35,69.69,403.79,100.0,Normal
2026-02-25 14:10:20,AC_UNIT_001,22.4,33.35,22,45.92,1270.98,66.83,419.47,100.0,Normal
2026-02-25 15:10:20,AC_UNIT_001,23.25,29.77,23,40.47,1120.75,67.84,412.87,100.0,Normal
2026-02-25 16:10:20,AC_UNIT_001,24.33,31.46,24,52.38,1330.18,65.54,410.94,100.0,Normal
2026-02-25 17:10:20,AC_UNIT_001,24,28.25,24,54.87,1097.62,65.05,409.55,100.0,Normal
2026-02-25 18:10:20,AC_UNIT_001,22.36,33.41,22,41.11,1143.11,68.27,355.97,100.0,Normal
2026-02-25 19:10:20,AC_UNIT_001,24.09,33.72,24,53.11,1392.01,70.05,384.88,100.0,Normal
2026-02-25 20:10:20,AC_UNIT_001,22.01,24.19,22,46.92,1021.14,71.23,387.16,100.0,Normal
2026-02-25 21:10:20,AC_UNIT_001,23,25.22,23,53.62,1093.22,73.56,376.79,100.0,Normal
2026-02-25 22:10:20,AC_UNIT_001,22,24.33,22,50.7,826.8,72.69,357.99,100.0,Normal
2026-02-25 23:10:20,AC_UNIT_001,23.46,24.32,23,40.48,1025.94,68.93,384.61,100.0,Normal
2026-02-26 00:10:20,AC_UNIT_001,23,25.11,23,41.61,929.97,70.41,411.77,100.0,Normal
2026-02-26 01:10:20,AC_UNIT_001,23,24.65,23,54.69,1055.54,73.1,366.91,100.0,Normal
2026-02-26 02:10:20,AC_UNIT_001,22,24.81,22,47.86,942.39,66.0,362.8,100.0,Normal
2026-02-26 03:10:20,AC_UNIT_001,22.21,26.55,22,54.21,1034.23,71.21,405.47,100.0,Normal
2026-02-26 04:10:20,AC_UNIT_001,23.23,25.13,23,47.13,857.99,68.75,358.61,100.0,Normal
2026-02-26 05:10:20,AC_UNIT_001,22,25.41,22,54.79,978.5,68.79,393.75,100.0,Normal
2026-02-26 06:10:20,AC_UNIT_001,22,25.84,22,52.96,879.14,66.08,418.82,100.0,Normal
2026-02-26 07:10:20,AC_UNIT_001,24.41,24.07,24,41.43,1069.47,70.89,396.39,100.0,Normal
2026-02-26 08:10:20,AC_UNIT_001,22,31.65,22,47.66,1251.06,70.02,396.22,100.0,Normal
2026-02-26 09:10:20,AC_UNIT_001,22,28.76,22,53.21,1388.94,71.87,359.34,100.0,Normal
2026-02-26 10:10:20,AC_UNIT_001,23,30.24,23,43.92,1043.59,74.08,366.99,100.0,Normal
2026-02-26 11:10:20,AC_UNIT_001,24,30.2,24,40.1,1091.21,70.17,400.22,100.0,Normal
2026-02-26 12:10:20,AC_UNIT_001,22.0,32.27,22,52.41,1361.19,69.68,394.62,100.0,Normal
2026-02-26 13:10:20,AC_UNIT_001,22.38,32.64,22,40.34,1074.5,68.03,415.61,100.0,Normal
2026-02-26 14:10:20,AC_UNIT_001,23.07,31.32,23,42.55,1092.53,73.02,392.07,100.0,Normal
2026-02-26 15:10:20,AC_UNIT_001,23,32.81,23,48.39,1182.86,68.65,404.19,100.0,Normal
2026-02-26 16:10:20,AC_UNIT_001,24,33.19,24,50.58,1084.15,72.9,377.8,100.0,Normal
2026-02-26 17:10:20,AC_UNIT_001,23.38,28.44,23,51.56,1222.51,66.37,404.92,100.0,Normal
2026-02-26 18:10:20,AC_UNIT_001,22,28.22,22,47.94,1291.15,68.94,384.35,100.0,Normal
2026-02-26 19:10:20,AC_UNIT_001,22,32.48,22,54.73,1267.97,72.74,410.92,100.0,Normal
2026-02-26 20:10:20,AC_UNIT_001,24,24.99,24,41.55,908.45,67.2,415.78,100.0,Normal
2026-02-26 21:10:20,AC_UNIT_001,23,25.86,23,46.42,1034.98,73.78,363.92,100.0,Normal
2026-02-26 22:10:20,AC_UNIT_001,23,24.69,23,42.98,831.84,69.45,365.98,100.0,Normal
2026-02-26 23:10:20,AC_UNIT_001,22.23,24.82,22,40.04,948.74,67.04,402.88,100.0,Normal
2026-02-27 00:10:20,AC_UNIT_001,23.02,24.57,23,42.71,1008.95,67.36,371.74,100.0,Normal
2026-02-27 01:10:20,AC_UNIT_001,23.29,24.65,23,53.26,944.86,74.0,399.53,100.0,Normal
2026-02-27 02:10:20,AC_UNIT_001,23.06,24.53,23,47.62,1042.09,70.43,398.41,100.0,Normal
2026-02-27 03:10:20,AC_UNIT_001,24.4,25.32,24,44.15,914.87,71.57,350.72,100.0,Normal
2026-02-27 04:10:20,AC_UNIT_001,23.07,24.91,23,53.02,814.7,73.55,396.05,100.0,Normal
2026-02-27 05:10:20,AC_UNIT_001,23.16,25.92,23,40.29,840.45,67.58,396.04,100.0,Normal
2026-02-27 06:10:20,AC_UNIT_001,22.24,24.4,22,54.05,841.72,66.76,387.49,100.0,Normal
2026-02-27 07:10:20,AC_UNIT_001,23,26.86,23,49.07,847.16,69.95,413.44,100.0,Normal
2026-02-27 08:10:20,AC_UNIT_001,24,29.53,24,50.11,1298.89,66.16,378.28,100.0,Normal
2026-02-27 09:10:20,AC_UNIT_001,22.2,28.59,22,42.38,1360.82,65.44,411.9,100.0,Normal
2026-02-27 10:10:20,AC_UNIT_001,24,31.91,24,54.72,1167.31,68.45,372.33,100.0,Normal
2026-02-27 11:10:20,AC_UNIT_001,23,33.15,23,51.03,1219.35,72.39,397.25,100.0,Normal
2026-02-27 12:10:20,AC_UNIT_001,23,31.61,23,46.12,1162.52,74.88,394.45,100.0,Normal
2026-02-27 13:10:20,AC_UNIT_001,23.31,29.66,23,50.69,1106.21,73.18,358.98,100.0,Normal
2026-02-27 14:10:20,AC_UNIT_001,24,29.62,24,46.59,1033.33,70.57,374.45,100.0,Normal
2026-02-27 15:10:20,AC_UNIT_001,23,32.17,23,54.69,1027.61,70.92,383.96,100.0,Normal
2026-02-27 16:10:20,AC_UNIT_001,23.49,28.16,23,51.67,1308.27,74.52,398.04,100.0,Normal
2026-02-27 17:10:20,AC_UNIT_001,23.49,30.71,23,52.64,1196.44,72.23,385.34,100.0,Normal
2026-02-27 18:10:20,AC_UNIT_001,24,32.49,24,54.15,1385.9,68.93,397.54,100.0,Normal
2026-02-27 19:10:20,AC_UNIT_001,24.12,32.16,24,52.78,1060.63,68.64,382.43,100.0,Normal
2026-02-27 20:10:20,AC_UNIT_001,23.03,24.25,23,40.98,900.27,71.77,400.07,100.0,Normal
2026-02-27 21:10:20,AC_UNIT_001,24,25.27,24,48.2,1062.25,65.32,405.17,100.0,Normal
2026-02-27 22:10:20,AC_UNIT_001,24,24.53,24,48.17,955.25,73.33,383.05,100.0,Normal
2026-02-27 23:10:20,AC_UNIT_001,24,24.74,24,41.9,1033.58,72.8,368.34,100.0,Normal
2026-02-28 00:10:20,AC_UNIT_001,22,24.35,22,41.07,869.3,70.73,363.35,100.0,Normal
2026-02-28 01:10:20,AC_UNIT_001,24.2,25.89,24,54.92,835.2,68.89,400.69,100.0,Normal
2026-02-28 02:10:20,AC_UNIT_001,22.37,25.18,22,47.48,889.84,69.16,359.51,100.0,Normal
2026-02-28 03:10:20,AC_UNIT_001,23,26.74,23,40.97,822.04,70.94,356.1,100.0,Normal
2026-02-28 04:10:20,AC_UNIT_001,22.15,24.32,22,45.6,870.89,74.77,379.09,100.0,Normal
2026-02-28 05:10:20,AC_UNIT_001,24.39,26.16,24,50.18,935.69,68.82,380.56,100.0,Normal
2026-02-28 06:10:20,AC_UNIT_001,24.16,25.33,24,41.85,857.27,71.38,395.42,100.0,Normal
2026-02-28 07:10:20,AC_UNIT_001,23.25,25.28,23,48.23,1011.83,66.12,376.43,100.0,Normal
2026-02-28 08:10:20,AC_UNIT_001,23.23,31.69,23,53.34,1170.31,71.92,351.21,100.0,Normal
2026-02-28 09:10:20,AC_UNIT_001,24.34,32.85,24,46.7,1130.32,72.54,383.88,100.0,Normal
2026-02-28 10:10:20,AC_UNIT_001,23,29.1,23,53.17,1390.2,72.66,352.06,100.0,Normal
2026-02-28 11:10:20,AC_UNIT_001,22,28.83,22,52.5,1259.01,73.98,356.14,100.0,Normal
2026-02-28 12:10:20,AC_UNIT_001,22,32.33,22,44.88,1380.35,74.69,350.42,100.0,Normal
2026-02-28 13:10:20,AC_UNIT_001,22,30.53,22,45.72,1288.15,68.82,362.55,100.0,Normal
2026-02-28 14:10:20,AC_UNIT_001,23,30.68,23,40.48,1319.18,72.42,407.3,100.0,Normal
2026-02-28 15:10:20,AC_UNIT_001,23,32.56,23,41.65,1054.44,72.57,418.26,100.0,Normal
2026-02-28 16:10:20,AC_UNIT_001,23,32.14,23,40.21,1115.34,66.54,394.43,100.0,Normal
2026-02-28 17:10:20,AC_UNIT_001,23,30.3,23,45.28,1215.57,72.95,370.68,100.0,Normal
2026-02-28 18:10:20,AC_UNIT_001,23.46,30.2,23,51.13,1218.07,69.66,403.71,100.0,Normal
2026-02-28 19:10:20,AC_UNIT_001,23.06,30.25,23,54.95,1305.63,68.78,356.6,100.0,Normal
2026-02-28 20:10:20,AC_UNIT_001,23.31,24.22,23,45.42,850.89,71.51,394.4,100.0,Normal
2026-02-28 21:10:20,AC_UNIT_001,23,26.79,23,44.42,809.47,69.37,407.58,100.0,Normal
2026-02-28 22:10:20,AC_UNIT_001,24.19,25.2,24,51.21,857.73,74.41,414.12,100.0,Normal
2026-02-28 23:10:20,AC_UNIT_001,22,25.89,22,43.22,843.75,68.93,374.73,100.0,Normal
2026-03-01 00:10:20,AC_UNIT_001,24,26.16,24,50.57,944.79,73.16,416.41,100.0,Normal
2026-03-01 01:10:20,AC_UNIT_001,22,24.54,22,43.63,994.91,68.83,352.33,100.0,Normal
2026-03-01 02:10:20,AC_UNIT_001,22,26.59,22,47.42,887.98,69.31,362.32,100.0,Normal
2026-03-01 03:10:20,AC_UNIT_001,23.24,25.8,23,50.52,818.9,72.79,363.64,100.0,Normal
2026-03-01 04:10:20,AC_UNIT_001,23.25,26.6,23,45.73,855.4,72.5,391.29,100.0,Normal
2026-03-01 05:10:20,AC_UNIT_001,22,24.97,22,42.78,1087.28,73.49,399.18,100.0,Normal
2026-03-01 06:10:20,AC_UNIT_001,23.01,26.22,23,47.08,901.3,69.21,357.43,100.0,Normal
2026-03-01 07:10:20,AC_UNIT_001,24,26.5,24,40.63,1012.98,71.74,381.14,100.0,Normal
2026-03-01 08:10:20,AC_UNIT_001,22,32.08,22,48.11,1075.36,72.45,367.86,100.0,Normal
2026-03-01 09:10:20,AC_UNIT_001,22.46,28.14,22,44.05,1371.64,70.55,399.79,100.0,Normal
2026-03-01 10:10:20,AC_UNIT_001,22.47,29.42,22,40.54,1336.18,74.33,375.57,100.0,Normal
2026-03-01 11:10:20,AC_UNIT_001,23,31.07,23,47.96,1129.61,72.81,400.84,100.0,Normal
2026-03-01 12:10:20,AC_UNIT_001,22,31.41,22,53.69,1275.63,74.16,366.67,100.0,Normal
2026-03-01 13:10:20,AC_UNIT_001,23,30.98,23,51.41,1324.4,73.18,404.84,100.0,Normal
2026-03-01 14:10:20,AC_UNIT_001,23,31.87,23,40.87,1212.43,67.16,380.1,100.0,Normal
2026-03-01 15:10:20,AC_UNIT_001,24,29.89,24,48.21,1103.6,67.54,416.25,100.0,Normal
2026-03-01 16:10:20,AC_UNIT_001,24,31.22,24,53.64,1265.82,68.89,384.44,100.0,Normal
2026-03-01 17:10:20,AC_UNIT_001,23.19,32.1,23,47.93,1076.49,71.51,351.29,100.0,Normal
2026-03-01 18:10:20,AC_UNIT_001,24,30.68,24,48.12,1295.07,73.98,357.89,100.0,Normal
2026-03-01 19:10:20,AC_UNIT_001,23,31.19,23,52.24,1208.83,69.53,358.33,100.0,Normal
2026-03-01 20:10:20,AC_UNIT_001,22.32,26.14,22,42.66,1059.2,70.94,388.52,100.0,Normal
2026-03-01 21:10:20,AC_UNIT_001,22.42,25.87,22,50.99,1072.1,66.04,409.06,100.0,Normal
2026-03-01 22:10:20,AC_UNIT_001,22,26.89,22,43.8,933.65,69.14,385.28,100.0,Normal
2026-03-01 23:10:20,AC_UNIT_001,24.38,25.48,24,45.21,821.59,68.34,397.4,100.0,Normal
2026-03-02 00:10:20,AC_UNIT_001,24,24.67,24,51.69,823.23,65.97,377.23,100.0,Normal
2026-03-02 01:10:20,AC_UNIT_001,23,24.87,23,42.97,897.13,67.77,379.73,100.0,Normal
2026-03-02 02:10:20,AC_UNIT_001,23,24.1,23,51.6,1081.02,71.1,376.89,100.0,Normal
2026-03-02 03:10:20,AC_UNIT_001,24,26.48,24,51.84,1079.83,73.49,400.5,100.0,Normal
2026-03-02 04:10:20,AC_UNIT_001,22,25.34,22,44.8,827.23,71.14,400.18,100.0,Normal
2026-03-02 05:10:20,AC_UNIT_001,22,25.92,22,45.89,815.85,66.96,385.9,100.0,Normal
2026-03-02 06:10:20,AC_UNIT_001,23.44,25.19,23,51.42,870.02,66.93,364.6,100.0,Normal
2026-03-02 07:10:20,AC_UNIT_001,22,24.96,22,54.61,1079.13,72.85,413.08,100.0,Normal
2026-03-02 08:10:20,AC_UNIT_001,22,28.6,22,44.23,1279.63,69.21,355.74,100.0,Normal
2026-03-02 09:10:20,AC_UNIT_001,22,31.97,22,44.39,1339.51,70.75,380.36,100.0,Normal
2026-03-02 10:10:20,AC_UNIT_001,24.39,32.82,24,54.26,1093.57,65.62,415.93,100.0,Normal
2026-03-02 11:10:20,AC_UNIT_001,23,31.31,23,45.57,1252.24,65.33,398.88,100.0,Normal
2026-03-02 12:10:20,AC_UNIT_001,22,32.96,22,54.8,1280.54,69.31,365.38,100.0,Normal
2026-03-02 13:10:20,AC_UNIT_001,23,29.61,23,51.27,1285.55,71.08,383.06,100.0,Normal
2026-03-02 14:10:20,AC_UNIT_001,22,28.11,22,44.11,1177.57,71.76,390.26,100.0,Normal
2026-03-02 15:10:20,AC_UNIT_001,24.31,28.21,24,50.4,1389.9,67.73,419.69,100.0,Normal
2026-03-02 16:10:20,AC_UNIT_001,24.01,32.25,24,52.98,1098.59,65.16,357.45,100.0,Normal
2026-03-02 17:10:20,AC_UNIT_001,23,30.95,23,49.33,1339.01,68.16,368.45,100.0,Normal
2026-03-02 18:10:20,AC_UNIT_001,22,31.38,22,40.67,1203.64,68.62,359.96,100.0,Normal
2026-03-02 19:10:20,AC_UNIT_001,23.14,28.76,23,40.16,1190.26,67.54,388.97,100.0,Normal
2026-03-02 20:10:20,AC_UNIT_001,24.49,25.94,24,49.08,1080.6,69.73,381.0,100.0,Normal
2026-03-02 21:10:20,AC_UNIT_001,22.26,26.95,22,42.95,1002.69,69.1,405.69,100.0,Normal
2026-03-02 22:10:20,AC_UNIT_001,24,24.18,24,50.11,1072.92,71.85,360.97,100.0,Normal
2026-03-02 23:10:20,AC_UNIT_001,23.2,24.33,23,54.64,849.39,71.99,394.0,100.0,Normal
2026-03-03 00:10:20,AC_UNIT_001,23.05,25.9,23,44.23,847.03,71.35,358.31,100.0,Normal
2026-03-03 01:10:20,AC_UNIT_001,24.29,26.91,24,54.74,862.25,74.76,417.02,100.0,Normal
2026-03-03 02:10:20,AC_UNIT_001,23.09,25.59,23,51.05,1017.63,73.62,369.39,100.0,Normal
2026-03-03 03:10:20,AC_UNIT_001,23,26.51,23,50.93,987.37,70.55,371.63,100.0,Normal
2026-03-03 04:10:20,AC_UNIT_001,23.28,24.08,23,46.11,889.2,66.81,366.39,100.0,Normal
2026-03-03 05:10:20,AC_UNIT_001,24,24.51,24,54.22,990.96,67.87,365.72,100.0,Normal
2026-03-03 06:10:20,AC_UNIT_001,23,26.92,23,52.46,1072.95,69.1,360.81,100.0,Normal
2026-03-03 07:10:20,AC_UNIT_001,23.31,24.19,23,45.61,905.46,70.15,418.18,100.0,Normal
2026-03-03 08:10:20,AC_UNIT_001,22,33.01,22,52.03,1347.69,65.31,393.63,100.0,Normal
2026-03-03 09:10:20,AC_UNIT_001,22.13,28.7,22,44.68,1132.69,69.01,361.98,100.0,Normal
2026-03-03 10:10:20,AC_UNIT_001,22.25,33.24,22,47.51,1105.25,74.25,377.04,100.0,Normal
2026-03-03 11:10:20,AC_UNIT_001,23,33.74,23,50.42,1128.37,66.7,365.59,100.0,Normal
2026-03-03 12:10:20,AC_UNIT_001,24.16,33.16,24,46.8,1011.23,68.75,386.94,100.0,Normal
2026-03-03 13:10:20,AC_UNIT_001,24.07,31.55,24,49.64,1016.8,66.84,378.74,100.0,Normal
2026-03-03 14:10:20,AC_UNIT_001,23.39,31.67,23,54.81,1155.29,74.22,374.56,100.0,Normal
2026-03-03 15:10:20,AC_UNIT_001,22.1,29.44,22,51.65,1018.35,69.32,384.87,100.0,Normal
2026-03-03 16:10:20,AC_UNIT_001,23,28.33,23,50.92,1223.93,71.59,379.77,100.0,Normal
2026-03-03 17:10:20,AC_UNIT_001,23,28.4,23,48.24,1188.67,70.18,381.99,100.0,Normal
2026-03-03 18:10:20,AC_UNIT_001,23.1,29.5,23,40.09,1333.5,67.53,394.74,100.0,Normal
2026-03-03 19:10:20,AC_UNIT_001,22,30.17,22,45.97,1300.63,71.13,393.17,100.0,Normal
2026-03-03 20:10:20,AC_UNIT_001,24.33,26.05,24,47.47,1043.0,70.49,416.8,100.0,Normal
2026-03-03 21:10:20,AC_UNIT_001,24.19,25.15,24,48.82,872.14,73.58,390.63,100.0,Normal
2026-03-03 22:10:20,AC_UNIT_001,23.03,25.3,23,43.66,1040.1,74.66,414.7,100.0,Normal
2026-03-03 23:10:20,AC_UNIT_001,24.37,26.27,24,49.88,1085.86,73.96,369.63,100.0,Normal
2026-03-04 00:10:20,AC_UNIT_001,24.4,26.61,24,46.4,971.77,66.71,402.88,100.0,Normal
2026-03-04 01:10:20,AC_UNIT_001,24.32,24.58,24,45.7,1031.63,71.27,404.58,100.0,Normal
2026-03-04 02:10:20,AC_UNIT_001,23.16,24.77,23,40.44,880.9,73.12,402.75,100.0,Normal
2026-03-04 03:10:20,AC_UNIT_001,23,26.57,23,51.39,884.59,65.26,384.0,100.0,Normal
2026-03-04 04:10:20,AC_UNIT_001,23.02,25.2,23,48.75,1008.45,71.96,412.72,100.0,Normal
2026-03-04 05:10:20,AC_UNIT_001,24.01,25.53,24,50.69,1014.13,65.44,373.25,100.0,Normal
2026-03-04 06:10:20,AC_UNIT_001,22,24.78,22,41.8,845.0,73.84,407.76,100.0,Normal
2026-03-04 07:10:20,AC_UNIT_001,23.38,26.45,23,42.72,991.72,68.34,359.6,100.0,Normal
2026-03-04 08:10:20,AC_UNIT_001,24,29.9,24,48.0,1020.72,71.61,385.91,100.0,Normal
2026-03-04 09:10:20,AC_UNIT_001,24,31.69,24,40.89,1158.0,66.69,389.08,100.0,Normal
2026-03-04 10:10:20,AC_UNIT_001,23.25,30.2,23,54.29,1313.15,74.79,356.17,100.0,Normal
2026-03-04 11:10:20,AC_UNIT_001,24.14,30.53,24,46.1,1096.05,68.15,355.08,100.0,Normal
2026-03-04 12:10:20,AC_UNIT_001,22,30.81,22,42.99,1296.67,73.36,378.72,100.0,Normal
2026-03-04 13:10:20,AC_UNIT_001,22,30.06,22,42.74,1304.61,68.12,382.99,100.0,Normal
2026-03-04 14:10:20,AC_UNIT_001,22,28.19,22,42.8,1034.72,72.44,380.71,100.0,Normal
2026-03-04 15:10:20,AC_UNIT_001,22,29.46,22,54.88,1337.89,68.07,375.81,100.0,Normal
2026-03-04 16:10:20,AC_UNIT_001,24,28.59,24,52.7,1165.53,68.61,408.17,100.0,Normal
2026-03-04 17:10:20,AC_UNIT_001,22.32,29.31,22,41.23,1183.37,72.48,411.08,100.0,Normal
2026-03-04 18:10:20,AC_UNIT_001,22,29.14,22,48.15,1309.06,70.67,401.21,100.0,Normal
2026-03-04 19:10:20,AC_UNIT_001,23.28,29.72,23,53.45,1203.68,65.43,360.93,100.0,Normal
2026-03-04 20:10:20,AC_UNIT_001,24.3,26.37,24,52.35,868.81,68.31,407.74,100.0,Normal
2026-03-04 21:10:20,AC_UNIT_001,24,26.39,24,49.12,924.66,68.01,377.15,100.0,Normal
2026-03-04 22:10:20,AC_UNIT_001,24.3,26.85,24,47.97,888.76,72.64,402.67,100.0,Normal
2026-03-04 23:10:20,AC_UNIT_001,22.29,25.67,22,45.89,1018.88,70.73,366.66,100.0,Normal
2026-03-05 00:10:20,AC_UNIT_001,23,25.41,23,49.89,819.89,74.23,368.71,100.0,Normal
2026-03-05 01:10:20,AC_UNIT_001,22.45,25.17,22,45.58,987.5,69.49,366.12,100.0,Normal
2026-03-05 02:10:20,AC_UNIT_001,22,26.44,22,48.41,953.24,67.91,409.94,100.0,Normal
2026-03-05 03:10:20,AC_UNIT_001,22,25.5,22,51.18,1079.73,73.95,402.05,100.0,Normal
2026-03-05 04:10:20,AC_UNIT_001,23,24.38,23,47.17,1075.19,68.24,388.59,100.0,Normal
2026-03-05 05:10:20,AC_UNIT_001,22,26.66,22,50.31,956.34,73.84,409.48,100.0,Normal
2026-03-05 06:10:20,AC_UNIT_001,22.25,26.22,22,53.76,859.96,73.57,395.97,100.0,Normal
2026-03-05 07:10:20,AC_UNIT_001,24,26.07,24,49.31,852.74,69.87,376.2,100.0,Normal
2026-03-05 08:10:20,AC_UNIT_001,23,29.04,23,52.65,1308.87,68.04,392.67,100.0,Normal
2026-03-05 09:10:20,AC_UNIT_001,23.29,31.83,23,44.78,1175.25,66.67,381.12,100.0,Normal
2026-03-05 10:10:20,AC_UNIT_001,23,31.51,23,42.1,1266.52,70.84,376.66,100.0,Normal
2026-03-05 11:10:20,AC_UNIT_001,24.46,28.64,24,43.87,1159.32,68.81,364.36,100.0,Normal
2026-03-05 12:10:20,AC_UNIT_001,23,31.71,23,40.19,1233.89,74.09,381.26,100.0,Normal
2026-03-05 13:10:20,AC_UNIT_001,24,33.41,24,48.34,1192.81,71.06,385.95,100.0,Normal
2026-03-05 14:10:20,AC_UNIT_001,22.11,32.24,22,42.4,1213.7,72.27,374.77,100.0,Normal
2026-03-05 15:10:20,AC_UNIT_001,23.19,32.96,23,49.77,1142.28,72.09,413.93,100.0,Normal
2026-03-05 16:10:20,AC_UNIT_001,23,28.71,23,49.19,1238.24,70.67,386.92,100.0,Normal
2026-03-05 17:10:20,AC_UNIT_001,22,28.68,22,51.77,1104.77,67.15,409.86,100.0,Normal
2026-03-05 18:10:20,AC_UNIT_001,22.13,29.79,22,42.61,1002.93,72.21,356.54,100.0,Normal
2026-03-05 19:10:20,AC_UNIT_001,23.22,31.65,23,50.13,1294.27,69.69,359.96,100.0,Normal
2026-03-05 20:10:20,AC_UNIT_001,24,24.53,24,49.78,840.73,65.7,359.14,100.0,Normal
2026-03-05 21:10:20,AC_UNIT_001,23,24.28,23,50.05,921.46,70.8,362.29,100.0,Normal
2026-03-05 22:10:20,AC_UNIT_001,23,24.31,23,48.34,1011.25,70.11,353.73,100.0,Normal
2026-03-05 23:10:20,AC_UNIT_001,24,24.14,24,48.53,956.32,67.6,365.26,100.0,Normal
2026-03-06 00:10:20,AC_UNIT_001,24,24.7,24,52.3,1016.46,73.93,357.25,100.0,Normal
2026-03-06 01:10:20,AC_UNIT_001,22.33,24.95,22,51.32,816.99,66.65,372.56,100.0,Normal
2026-03-06 02:10:20,AC_UNIT_001,24.45,24.17,24,53.9,863.09,65.85,402.1,100.0,Normal
